Lake Name,Townshiop,STN,Site ID,Site Description,Latitude (DMS),Longitude (DMS),Date (DD-MMM-YY),Chloride (mg/L)
ABERDEEN LAKE (BASS),ABERDEEN,4,1,"Mid Lake, deep spot",463030,834840,29-May-15,0.64
ABERDEEN LAKE (BASS),ABERDEEN,4,1,"Mid Lake, deep spot",463030,834840,21-May-16,0.71
ABERDEEN LAKE (BASS),ABERDEEN,4,1,"Mid Lake, deep spot",463030,834840,19-Jul-16,0.78
ABERDEEN LAKE (BASS),ABERDEEN,4,1,"Mid Lake, deep spot",463030,834840,10-May-17,0.67
ABERDEEN LAKE (BASS),ABERDEEN,4,1,"Mid Lake, deep spot",463030,834840,08-Jun-17,0.68
ADA LAKE,MEDORA,15,2,"Mid lake, deep spot",450524,793819,02-May-15,33.00
ADA LAKE,MEDORA,15,2,"Mid lake, deep spot",450524,793819,22-May-16,32.40
ADA LAKE,MEDORA,15,2,"Mid lake, deep spot",450524,793819,26-May-17,38.10
ADA LAKE,MEDORA,15,2,"Mid lake, deep spot",450524,793819,13-May-18,37.40
ADA LAKE,MEDORA,15,2,"Mid lake, deep spot",450524,793819,06-May-19,37.90
ADA LAKE,MEDORA,15,2,"Mid lake, deep spot",450524,793819,07-Oct-20,50.30
ADAM'S LAKE,"BATHURST, BURGESS, SHERBROOKE",6931,1,"Mid Lake, deep spot",444840,761255,07-May-15,8.53
ADAM'S LAKE,"BATHURST, BURGESS, SHERBROOKE",6931,1,"Mid Lake, deep spot",444840,761255,11-May-16,8.83
ADAM'S LAKE,"BATHURST, BURGESS, SHERBROOKE",6931,1,"Mid Lake, deep spot",444840,761255,08-Jun-18,8.79
ADAM'S LAKE,"BATHURST, BURGESS, SHERBROOKE",6931,1,"Mid Lake, deep spot",444840,761255,30-May-19,8.10
ADAM'S LAKE,"BATHURST, BURGESS, SHERBROOKE",6931,1,"Mid Lake, deep spot",444840,761255,24-May-20,8.86
AEROBUS LAKE,UNORGANIZED,25,1,"North Basin, Deep Spot- Aer-N",502050,932123,30-May-18,0.17
AEROBUS LAKE,UNORGANIZED,25,2,"South Basin, Deep Spot- Aer-S",501826,932503,30-May-18,0.16
AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,1,Pickerel Pt.,453750,793905,01-Jun-15,3.94
AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,1,Pickerel Pt.,453750,793905,03-Jul-15,4.79
AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,1,Pickerel Pt.,453750,793905,20-May-16,3.77
AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,1,Pickerel Pt.,453750,793905,17-Jun-16,4.31
AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,1,Pickerel Pt.,453750,793905,17-Jun-16,4.31
AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,1,Pickerel Pt.,453750,793905,17-Jul-16,4.72
AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,1,Pickerel Pt.,453750,793905,02-Jun-18,4.58
AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,1,Pickerel Pt.,453750,793905,18-May-19,3.50
AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,1,Pickerel Pt.,453750,793905,11-Jun-19,4.90
AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,1,Pickerel Pt.,453750,793905,08-Jul-19,5.71
AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,2,Rocky Reef Pt.,453908,794324,01-Jun-15,3.70
AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,2,Rocky Reef Pt.,453908,794324,03-Jul-15,4.45
AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,2,Rocky Reef Pt.,453908,794324,20-May-16,3.98
AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,2,Rocky Reef Pt.,453908,794324,17-Jun-16,4.12
AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,2,Rocky Reef Pt.,453908,794324,17-Jun-16,4.12
AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,2,Rocky Reef Pt.,453908,794324,17-Jul-16,4.21
AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,2,Rocky Reef Pt.,453908,794324,02-Jun-18,4.32
AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,2,Rocky Reef Pt.,453908,794324,18-May-19,3.40
AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,2,Rocky Reef Pt.,453908,794324,11-Jun-19,4.30
AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,2,Rocky Reef Pt.,453908,794324,08-Jul-19,5.04
AIRD LAKE,GRIFFITH AND MATAWATCHAN,33,2,"Main Basin, Deep spot",450781,770451,18-May-15,0.63
AIRD LAKE,GRIFFITH AND MATAWATCHAN,33,2,"Main Basin, Deep spot",450781,770451,22-May-16,0.59
AIRD LAKE,GRIFFITH AND MATAWATCHAN,33,2,"Main Basin, Deep spot",450781,770451,22-May-17,0.64
AIRD LAKE,GRIFFITH AND MATAWATCHAN,33,2,"Main Basin, Deep spot",450781,770451,26-May-19,0.50
ALBION LAKE,FARADAY,5204,1,Mid Lake - Deep Spot,450279,775884,04-Jul-15,1.64
ALLEN LAKE,HARCOURT,6114,1,"Main Basin, N end",450725,781510,17-May-15,0.43
ALLEN LAKE,HARCOURT,6114,1,"Main Basin, N end",450725,781510,23-May-16,0.56
ALLEN LAKE,HARCOURT,6114,1,"Main Basin, N end",450725,781510,22-May-17,0.61
ALLEN LAKE,HARCOURT,6114,1,"Main Basin, N end",450725,781510,21-May-18,0.65
ALLEN LAKE,HARCOURT,6114,1,"Main Basin, N end",450725,781510,02-Jun-19,0.60
ALLEN LAKE,HARCOURT,6114,1,"Main Basin, N end",450725,781510,04-Oct-20,0.75
ANSTRUTHER LAKE,N KAWARTHA,96,1,"N end, deep spot",444518,781140,12-Jun-17,0.58
ANSTRUTHER LAKE,N KAWARTHA,96,1,"N end, deep spot",444518,781140,24-May-18,0.59
ANSTRUTHER LAKE,N KAWARTHA,96,2,"S end, deep spot",444407,781355,24-May-18,0.53
ANSTRUTHER LAKE,N KAWARTHA,96,2,"S end, deep spot",444407,781355,06-Jun-19,0.50
ARDOCH LAKE,CLARENDON & MILLER,2776,2,"Mid lake, deep spot",445551,765152,13-Jun-15,0.58
ARDOCH LAKE,CLARENDON & MILLER,2776,2,"Mid lake, deep spot",445551,765152,23-May-16,0.61
ARDOCH LAKE,CLARENDON & MILLER,2776,2,"Mid lake, deep spot",445551,765152,26-Jun-16,0.56
ARDOCH LAKE,CLARENDON & MILLER,2776,2,"Mid lake, deep spot",445551,765152,26-Jul-16,0.57
ARDOCH LAKE,CLARENDON & MILLER,2776,2,"Mid lake, deep spot",445551,765152,06-Jul-17,0.55
ARDOCH LAKE,CLARENDON & MILLER,2776,2,"Mid lake, deep spot",445551,765152,24-Jun-18,0.53
ARDOCH LAKE,CLARENDON & MILLER,2776,2,"Mid lake, deep spot",445551,765152,19-May-19,0.60
ARDOCH LAKE,CLARENDON & MILLER,2776,2,"Mid lake, deep spot",445551,765152,30-Jun-19,0.40
ARMISHAW LAKE,HUMPHREY,5041,1,"Mid lake, deep spot",451401,794623,28-May-18,1.30
ARMSTRONG LAKE,TRILL,7452,1,open area E end,463150,813330,19-May-15,1.06
ARMSTRONG LAKE,TRILL,7452,1,open area E end,463150,813330,18-May-16,1.24
ARMSTRONG LAKE,TRILL,7452,1,open area E end,463150,813330,16-May-17,1.18
ARMSTRONG LAKE,TRILL,7452,1,open area E end,463150,813330,20-May-19,1.40
ARROWHEAD LAKE (RAT),CHAFFEY,126,1,"Mid lake, deep spot",452353,791212,22-May-16,10.60
ASHBY LAKE,"DENBIGH, ABINGER & ASHBY",131,2,"Stn 2, N/W end",450540,772145,13-May-15,0.52
ASHBY LAKE,"DENBIGH, ABINGER & ASHBY",131,2,"Stn 2, N/W end",450540,772145,17-May-16,0.53
ASHBY LAKE,"DENBIGH, ABINGER & ASHBY",131,2,"Stn 2, N/W end",450540,772145,03-May-17,0.56
ASHBY LAKE,"DENBIGH, ABINGER & ASHBY",131,2,"Stn 2, N/W end",450540,772145,16-May-18,0.50
ASHBY LAKE,"DENBIGH, ABINGER & ASHBY",131,2,"Stn 2, N/W end",450540,772145,05-May-19,0.40
ASHBY LAKE,"DENBIGH, ABINGER & ASHBY",131,2,"Stn 2, N/W end",450540,772145,20-May-20,0.51
ASHBY LAKE,"DENBIGH, ABINGER & ASHBY",131,3,"Mid Lake, deep spot",450527,772109,13-May-15,0.49
ASHBY LAKE,"DENBIGH, ABINGER & ASHBY",131,3,"Mid Lake, deep spot",450527,772109,17-May-16,0.51
ASHBY LAKE,"DENBIGH, ABINGER & ASHBY",131,3,"Mid Lake, deep spot",450527,772109,03-May-17,0.54
ASHBY LAKE,"DENBIGH, ABINGER & ASHBY",131,3,"Mid Lake, deep spot",450527,772109,21-May-18,0.66
ASHBY LAKE,"DENBIGH, ABINGER & ASHBY",131,3,"Mid Lake, deep spot",450527,772109,06-May-19,0.50
ASHBY LAKE,"DENBIGH, ABINGER & ASHBY",131,3,"Mid Lake, deep spot",450527,772109,20-May-20,0.52
ASHIGAMI LAKE,SCADDING-DAVIS,132,1,Deep spot,463900,803400,11-May-15,0.75
ASHIGAMI LAKE,SCADDING-DAVIS,132,1,Deep spot,463900,803400,19-May-16,0.73
ASHIGAMI LAKE,SCADDING-DAVIS,132,1,Deep spot,463900,803400,20-May-17,0.77
ASHIGAMI LAKE,SCADDING-DAVIS,132,1,Deep spot,463900,803400,21-May-18,0.80
ASHIGAMI LAKE,SCADDING-DAVIS,132,1,Deep spot,463900,803400,21-May-19,0.80
ASHIGAMI LAKE,SCADDING-DAVIS,132,1,Deep spot,463900,803400,20-May-20,0.85
AUSTIN LAKE,JAFFRAY-MELICK,6932,1,"Mid Lake, deep spot",495352,942234,11-Jul-15,0.80
AUSTIN LAKE,JAFFRAY-MELICK,6932,1,"Mid Lake, deep spot",495352,942234,30-May-16,0.87
AUSTIN LAKE,JAFFRAY-MELICK,6932,1,"Mid Lake, deep spot",495352,942234,12-Jun-17,0.98
AYLEN LAKE,DICKENS,160,1,"Mid Lake, deep spot",453700,775100,14-Jul-17,0.44
AYLEN LAKE,DICKENS,160,1,"Mid Lake, deep spot",453700,775100,02-Jun-18,0.41
AYLEN LAKE,DICKENS,160,1,"Mid Lake, deep spot",453700,775100,26-May-19,0.40
BABY LAKE,SEGUIN,163,1,site 1 mid lake,451545,794634,30-May-19,84.80
BABY LAKE,SEGUIN,163,2,"Mid lake, deep spot",451212,794724,23-Aug-17,91.30
BABY LAKE,SEGUIN,163,2,"Mid lake, deep spot",451212,794724,31-May-19,1.00
BACK LAKE,SEGUIN,165,1,"Mid lake, deep spot",451839,795458,06-Jun-18,63.70
BAGOT LONG LAKE,GREATER MADAWASKA,171,1,Mid Channel,451415,763855,17-May-15,0.40
BAGOT LONG LAKE,GREATER MADAWASKA,171,1,Mid Channel,451415,763855,24-May-16,0.48
BAGOT LONG LAKE,GREATER MADAWASKA,171,1,Mid Channel,451415,763855,07-Jun-17,0.41
BAGOT LONG LAKE,GREATER MADAWASKA,171,1,Mid Channel,451415,763855,07-May-18,0.51
BAGOT LONG LAKE,GREATER MADAWASKA,171,1,Mid Channel,451415,763855,07-May-19,0.40
BALSAM LAKE,BEXLEY,6902,2,N Bay Rocky Pt.,443759,785022,06-Jun-15,5.53
BALSAM LAKE,BEXLEY,6902,2,N Bay Rocky Pt.,443759,785022,09-Jul-15,5.87
BALSAM LAKE,BEXLEY,6902,2,N Bay Rocky Pt.,443759,785022,24-May-16,5.64
BALSAM LAKE,BEXLEY,6902,2,N Bay Rocky Pt.,443759,785022,26-Jun-16,6.02
BALSAM LAKE,BEXLEY,6902,2,N Bay Rocky Pt.,443759,785022,26-Jul-16,5.92
BALSAM LAKE,BEXLEY,6902,2,N Bay Rocky Pt.,443759,785022,08-Jun-17,6.25
BALSAM LAKE,BEXLEY,6902,2,N Bay Rocky Pt.,443759,785022,29-May-18,6.28
BALSAM LAKE,BEXLEY,6902,2,N Bay Rocky Pt.,443759,785022,06-Jun-18,6.46
BALSAM LAKE,BEXLEY,6902,2,N Bay Rocky Pt.,443759,785022,16-Jul-18,6.52
BALSAM LAKE,BEXLEY,6902,2,N Bay Rocky Pt.,443759,785022,27-May-19,6.90
BALSAM LAKE,BEXLEY,6902,2,N Bay Rocky Pt.,443759,785022,04-Jul-19,6.90
BALSAM LAKE,BEXLEY,6902,2,N Bay Rocky Pt.,443759,785022,25-May-20,7.37
BALSAM LAKE,BEXLEY,6902,5,NE end-Lightning Pt,443748,784843,23-May-15,6.37
BALSAM LAKE,BEXLEY,6902,5,NE end-Lightning Pt,443748,784843,30-Jun-15,5.48
BALSAM LAKE,BEXLEY,6902,5,NE end-Lightning Pt,443748,784843,28-May-16,5.27
BALSAM LAKE,BEXLEY,6902,5,NE end-Lightning Pt,443748,784843,27-Jun-16,5.21
BALSAM LAKE,BEXLEY,6902,5,NE end-Lightning Pt,443748,784843,27-Jun-16,5.21
BALSAM LAKE,BEXLEY,6902,5,NE end-Lightning Pt,443748,784843,21-May-17,5.24
BALSAM LAKE,BEXLEY,6902,5,NE end-Lightning Pt,443748,784843,12-Jun-17,5.67
BALSAM LAKE,BEXLEY,6902,5,NE end-Lightning Pt,443748,784843,20-Jul-17,4.92
BALSAM LAKE,BEXLEY,6902,5,NE end-Lightning Pt,443748,784843,28-May-18,6.45
BALSAM LAKE,BEXLEY,6902,5,NE end-Lightning Pt,443748,784843,01-Jun-18,7.57
BALSAM LAKE,BEXLEY,6902,5,NE end-Lightning Pt,443748,784843,06-Jul-18,6.21
BALSAM LAKE,BEXLEY,6902,5,NE end-Lightning Pt,443748,784843,26-May-19,7.30
BALSAM LAKE,BEXLEY,6902,5,NE end-Lightning Pt,443748,784843,22-Jun-19,7.10
BALSAM LAKE,BEXLEY,6902,5,NE end-Lightning Pt,443748,784843,16-Jul-19,6.97
BALSAM LAKE,BEXLEY,6902,5,NE end-Lightning Pt,443748,784843,23-May-20,7.96
BALSAM LAKE,BEXLEY,6902,5,NE end-Lightning Pt,443748,784843,18-Jun-20,7.42
BALSAM LAKE,BEXLEY,6902,5,NE end-Lightning Pt,443748,784843,23-Jul-20,6.57
BALSAM LAKE,BEXLEY,6902,5,NE end-Lightning Pt,443748,784843,31-Aug-20,6.68
BALSAM LAKE,BEXLEY,6902,5,NE end-Lightning Pt,443748,784843,14-Sep-20,6.52
BALSAM LAKE,BEXLEY,6902,5,NE end-Lightning Pt,443748,784843,10-Oct-20,6.40
BALSAM LAKE,BEXLEY,6902,7,South B-Killarney B,443106,785130,31-May-15,5.71
BALSAM LAKE,BEXLEY,6902,7,South B-Killarney B,443106,785130,01-Jul-15,5.94
BALSAM LAKE,BEXLEY,6902,7,South B-Killarney B,443106,785130,23-May-16,6.12
BALSAM LAKE,BEXLEY,6902,7,South B-Killarney B,443106,785130,01-Jun-16,5.98
BALSAM LAKE,BEXLEY,6902,7,South B-Killarney B,443106,785130,27-Jun-16,5.82
BALSAM LAKE,BEXLEY,6902,7,South B-Killarney B,443106,785130,27-Jun-16,5.82
BALSAM LAKE,BEXLEY,6902,7,South B-Killarney B,443106,785130,23-May-17,7.02
BALSAM LAKE,BEXLEY,6902,7,South B-Killarney B,443106,785130,02-Jun-17,6.35
BALSAM LAKE,BEXLEY,6902,7,South B-Killarney B,443106,785130,11-Jun-18,6.46
BALSAM LAKE,BEXLEY,6902,7,South B-Killarney B,443106,785130,24-May-19,8.00
BALSAM LAKE,BEXLEY,6902,7,South B-Killarney B,443106,785130,12-Jun-19,7.50
BALSAM LAKE,BEXLEY,6902,7,South B-Killarney B,443106,785130,22-May-20,7.46
BALSAM LAKE,BEXLEY,6902,7,South B-Killarney B,443106,785130,03-Jul-20,7.37
BALSAM LAKE,BEXLEY,6902,7,South B-Killarney B,443106,785130,14-Aug-20,7.38
BALSAM LAKE,BEXLEY,6902,7,South B-Killarney B,443106,785130,31-Aug-20,7.25
BALSAM LAKE,BEXLEY,6902,7,South B-Killarney B,443106,785130,12-Sep-20,7.77
BALSAM LAKE,BEXLEY,6902,7,South B-Killarney B,443106,785130,31-Oct-20,7.72
BALSAM LAKE,BEXLEY,6902,8,"W Bay2, deep spot",443330,785310,14-May-15,5.17
BALSAM LAKE,BEXLEY,6902,8,"W Bay2, deep spot",443330,785310,06-Jun-15,5.63
BALSAM LAKE,BEXLEY,6902,8,"W Bay2, deep spot",443330,785310,30-Jun-15,5.97
BALSAM LAKE,BEXLEY,6902,8,"W Bay2, deep spot",443330,785310,07-May-16,5.89
BALSAM LAKE,BEXLEY,6902,8,"W Bay2, deep spot",443330,785310,03-Jun-16,5.84
BALSAM LAKE,BEXLEY,6902,8,"W Bay2, deep spot",443330,785310,03-Jul-16,5.94
BALSAM LAKE,BEXLEY,6902,8,"W Bay2, deep spot",443330,785310,07-Jun-17,6.30
BALSAM LAKE,BEXLEY,6902,8,"W Bay2, deep spot",443330,785310,31-Jul-17,5.95
BALSAM LAKE,BEXLEY,6902,8,"W Bay2, deep spot",443330,785310,08-May-18,6.72
BALSAM LAKE,BEXLEY,6902,8,"W Bay2, deep spot",443330,785310,06-Jun-18,6.42
BALSAM LAKE,BEXLEY,6902,8,"W Bay2, deep spot",443330,785310,04-Jul-18,6.33
BALSAM LAKE,BEXLEY,6902,8,"W Bay2, deep spot",443330,785310,04-Jun-19,7.00
BALSAM LAKE,BEXLEY,6902,8,"W Bay2, deep spot",443330,785310,03-Jul-19,7.20
BALSAM LAKE,BEXLEY,6902,9,E of Grand Is,443430,784816,12-Jul-15,5.79
BALSAM LAKE,BEXLEY,6902,9,E of Grand Is,443430,784816,26-Jun-16,5.72
BALSAM LAKE,BEXLEY,6902,9,E of Grand Is,443430,784816,26-Jun-16,5.72
BALSAM LAKE,BEXLEY,6902,9,E of Grand Is,443430,784816,06-Jun-19,7.60
BALSAM LAKE,BEXLEY,6902,9,E of Grand Is,443430,784816,04-Jul-19,7.00
BAPTISTE LAKE,HERSCHEL (now Hastings-Highlands),196,1,Main Basin-deep spot,450700,780300,24-May-16,1.12
BAPTISTE LAKE,HERSCHEL (now Hastings-Highlands),196,1,Main Basin-deep spot,450700,780300,01-Jun-17,1.39
BAPTISTE LAKE,HERSCHEL (now Hastings-Highlands),196,1,Main Basin-deep spot,450700,780300,27-Jun-18,1.48
BAPTISTE LAKE,HERSCHEL (now Hastings-Highlands),196,2,Lavallee Bay,450818,775810,12-Jul-15,1.42
BAPTISTE LAKE,HERSCHEL (now Hastings-Highlands),196,2,Lavallee Bay,450818,775810,22-May-16,1.30
BAPTISTE LAKE,HERSCHEL (now Hastings-Highlands),196,2,Lavallee Bay,450818,775810,11-Jun-17,1.44
BAPTISTE LAKE,HERSCHEL (now Hastings-Highlands),196,2,Lavallee Bay,450818,775810,21-May-18,1.51
BAPTISTE LAKE,HERSCHEL (now Hastings-Highlands),196,2,Lavallee Bay,450818,775810,19-May-19,1.60
BAPTISTE LAKE,HERSCHEL (now Hastings-Highlands),196,2,Lavallee Bay,450818,775810,24-May-20,1.91
BAPTISTE LAKE,HERSCHEL (now Hastings-Highlands),196,5,Main Deep Bay,450539,775935,01-Jun-19,1.60
BARBER'S BAY LAKE,DUNDONALD,7568,1,"Area 4, deep spot",483622,805229,28-May-15,0.63
BARBER'S BAY LAKE,DUNDONALD,7568,1,"Area 4, deep spot",483622,805229,04-Jul-15,0.40
BARBER'S BAY LAKE,DUNDONALD,7568,1,"Area 4, deep spot",483622,805229,23-Jun-17,0.54
BARBER'S BAY LAKE,DUNDONALD,7568,1,"Area 4, deep spot",483622,805229,26-May-20,0.58
BARBER'S BAY LAKE,DUNDONALD,7568,2,"Area 3, deep spot",483640,805250,28-May-15,1.69
BARBER'S BAY LAKE,DUNDONALD,7568,2,"Area 3, deep spot",483640,805250,04-Jul-15,1.38
BARBER'S BAY LAKE,DUNDONALD,7568,2,"Area 3, deep spot",483640,805250,23-Jun-17,1.96
BARBER'S BAY LAKE,DUNDONALD,7568,2,"Area 3, deep spot",483640,805250,26-May-20,1.89
BARBER'S BAY LAKE,DUNDONALD,7568,3,"Area 2, east bay deep spot",483716,805247,28-May-15,2.16
BARBER'S BAY LAKE,DUNDONALD,7568,3,"Area 2, east bay deep spot",483716,805247,04-Jul-15,1.48
BARBER'S BAY LAKE,DUNDONALD,7568,3,"Area 2, east bay deep spot",483716,805247,23-Jun-17,1.76
BARBER'S BAY LAKE,DUNDONALD,7568,3,"Area 2, east bay deep spot",483716,805247,26-May-20,2.26
BARBER'S BAY LAKE,DUNDONALD,7568,4,"Area 2, west bay deep spot",483656,805337,28-May-15,3.59
BARBER'S BAY LAKE,DUNDONALD,7568,4,"Area 2, west bay deep spot",483656,805337,04-Jul-15,4.27
BARBER'S BAY LAKE,DUNDONALD,7568,4,"Area 2, west bay deep spot",483656,805337,23-Jun-17,4.29
BARBER'S BAY LAKE,DUNDONALD,7568,4,"Area 2, west bay deep spot",483656,805337,26-May-20,3.98
BARBER'S BAY LAKE,DUNDONALD,7568,5,"Area 2, south deep spot",483550,805429,28-May-15,5.43
BARBER'S BAY LAKE,DUNDONALD,7568,5,"Area 2, south deep spot",483550,805429,04-Jul-15,5.45
BARBER'S BAY LAKE,DUNDONALD,7568,5,"Area 2, south deep spot",483550,805429,23-Jun-17,6.33
BARBER'S BAY LAKE,DUNDONALD,7568,5,"Area 2, south deep spot",483550,805429,26-May-20,6.76
BARBER'S BAY LAKE,DUNDONALD,7568,6,"Area 1, north deep spot",483653,805434,28-May-15,5.53
BARBER'S BAY LAKE,DUNDONALD,7568,6,"Area 1, north deep spot",483653,805434,04-Jul-15,5.58
BARBER'S BAY LAKE,DUNDONALD,7568,6,"Area 1, north deep spot",483653,805434,23-Jun-17,6.54
BARBER'S BAY LAKE,DUNDONALD,7568,6,"Area 1, north deep spot",483653,805434,26-May-20,7.24
BARTLE LAKE,HUDSON,6933,3,"Mid Lake, deep spot",472958,795000,29-May-15,0.73
BARTLE LAKE,HUDSON,6933,3,"Mid Lake, deep spot",472958,795000,27-May-16,0.80
BARTLE LAKE,HUDSON,6933,3,"Mid Lake, deep spot",472958,795000,27-May-17,0.79
BARTLE LAKE,HUDSON,6933,3,"Mid Lake, deep spot",472958,795000,17-Jun-18,0.81
BARTLE LAKE,HUDSON,6933,3,"Mid Lake, deep spot",472958,795000,09-Jun-19,0.70
BARTLE LAKE,HUDSON,6933,3,"Mid Lake, deep spot",472958,795000,30-May-20,0.82
BARTLETT LAKE (RAINY),RYERSON,4527,1,"Mid Lake, Deep Spot",453159,792938,21-May-16,0.78
BARTLETT LAKE (RAINY),RYERSON,4527,1,"Mid Lake, Deep Spot",453159,792938,16-Jun-17,0.75
BARTLETT LAKE (RAINY),RYERSON,4527,1,"Mid Lake, Deep Spot",453159,792938,02-Jun-18,0.95
BARTLETT LAKE (RAINY),RYERSON,4527,1,"Mid Lake, Deep Spot",453159,792938,19-May-19,0.80
BASS LAKE,BOBCAYGEON,237,2,Deep Spot,444033,783210,18-May-17,2.99
BASS LAKE,ORO-MEDONTE,6935,2,"Mid Lake, deep spot",443600,793000,08-Jul-15,6.36
BASS LAKE,ORO-MEDONTE,6935,2,"Mid Lake, deep spot",443600,793000,23-May-16,6.03
BASS LAKE,ORO-MEDONTE,6935,2,"Mid Lake, deep spot",443600,793000,15-Jun-16,6.49
BASS LAKE,ORO-MEDONTE,6935,2,"Mid Lake, deep spot",443600,793000,15-Jul-16,6.31
BASS LAKE,ORO-MEDONTE,6935,2,"Mid Lake, deep spot",443600,793000,16-Jun-17,6.75
BASS LAKE,ORO-MEDONTE,6935,2,"Mid Lake, deep spot",443600,793000,16-Jul-17,6.34
BASS LAKE,ORO-MEDONTE,6935,2,"Mid Lake, deep spot",443600,793000,13-May-18,6.72
BASS LAKE,ORO-MEDONTE,6935,2,"Mid Lake, deep spot",443600,793000,29-Jun-18,6.22
BASS LAKE,LEEDS-THOUSAND IS,6936,1,"Mid Lake, deep spot",443420,760420,27-Aug-15,3.47
BASS LAKE,LEEDS-THOUSAND IS,6936,1,"Mid Lake, deep spot",443420,760420,16-Jul-19,4.40
BASSHAUNT LAKE,GUILFORD,244,1,"Mid Lake, deep spot",450720,782755,12-May-15,0.49
BASSHAUNT LAKE,GUILFORD,244,1,"Mid Lake, deep spot",450720,782755,19-May-16,0.47
BASSHAUNT LAKE,GUILFORD,244,1,"Mid Lake, deep spot",450720,782755,16-May-17,0.46
BASSHAUNT LAKE,GUILFORD,244,1,"Mid Lake, deep spot",450720,782755,21-May-18,0.50
BASSHAUNT LAKE,GUILFORD,244,1,"Mid Lake, deep spot",450720,782755,15-May-19,0.50
BASSHAUNT LAKE,GUILFORD,244,1,"Mid Lake, deep spot",450720,782755,14-Oct-20,0.56
BASSWOOD LAKE,DAY & BRIGHT,246,1,"East basin, deep spot",461900,832230,21-May-16,1.49
BASSWOOD LAKE,DAY & BRIGHT,246,1,"East basin, deep spot",461900,832230,26-May-17,1.59
BASSWOOD LAKE,DAY & BRIGHT,246,1,"East basin, deep spot",461900,832230,29-Jun-18,1.55
BASSWOOD LAKE,DAY & BRIGHT,246,1,"East basin, deep spot",461900,832230,28-May-19,1.60
BASSWOOD LAKE,DAY & BRIGHT,246,2,"West basin, deep spot",462015,832611,26-May-17,1.62
BASSWOOD LAKE,DAY & BRIGHT,246,2,"West basin, deep spot",462015,832611,29-Jun-18,1.55
BASSWOOD LAKE,DAY & BRIGHT,246,2,"West basin, deep spot",462015,832611,28-May-19,1.70
BAT LAKE,MINDEN,7038,1,"Mid Lake, deep spot",445600,784102,14-May-15,6.61
BAT LAKE,MINDEN,7038,1,"Mid Lake, deep spot",445600,784102,20-May-16,7.32
BAT LAKE,MINDEN,7038,1,"Mid Lake, deep spot",445600,784102,28-May-17,8.86
BAT LAKE,MINDEN,7038,1,"Mid Lake, deep spot",445600,784102,21-May-18,9.11
BAT LAKE,MINDEN,7038,1,"Mid Lake, deep spot",445600,784102,07-Jun-19,12.30
BAT LAKE,MINDEN,7038,1,"Mid Lake, deep spot",445600,784102,31-May-20,12.90
BAT LAKE (BEAR/GROWLER),GUILFORD,6003,1,Deep spot,450846,783810,17-May-15,0.36
BAT LAKE (BEAR/GROWLER),GUILFORD,6003,1,Deep spot,450846,783810,21-May-16,0.29
BAT LAKE (BEAR/GROWLER),GUILFORD,6003,1,Deep spot,450846,783810,20-May-17,0.28
BAT LAKE (BEAR/GROWLER),GUILFORD,6003,1,Deep spot,450846,783810,20-May-18,0.36
BAT LAKE (BEAR/GROWLER),GUILFORD,6003,1,Deep spot,450846,783810,18-May-19,0.30
BAT LAKE (BEAR/GROWLER),GUILFORD,6003,1,Deep spot,450846,783810,29-Oct-20,0.38
BAXTER LAKE,BAXTER,6929,2,"North Basin, deep spot",445311,794545,05-Jun-18,31.50
BAY LAKE,PERRY,258,1,"W end, deep spot",453027,791320,19-May-15,1.12
BAY LAKE,PERRY,258,1,"W end, deep spot",453027,791320,23-May-16,1.26
BAY LAKE,PERRY,258,1,"W end, deep spot",453027,791320,29-May-17,1.40
BAY LAKE,PERRY,258,1,"W end, deep spot",453027,791320,28-May-18,1.36
BAY LAKE,PERRY,258,1,"W end, deep spot",453027,791320,09-Jun-19,1.40
BAY LAKE,PERRY,258,1,"W end, deep spot",453027,791320,04-Jun-20,1.46
BAY LAKE,PERRY,258,2,"E end, deep spot",453009,791152,19-May-15,1.23
BAY LAKE,PERRY,258,2,"E end, deep spot",453009,791152,23-May-16,1.26
BAY LAKE,PERRY,258,2,"E end, deep spot",453009,791152,29-May-17,1.35
BAY LAKE,PERRY,258,2,"E end, deep spot",453009,791152,28-May-18,1.36
