Lake Name,Townshiop,STN,Site ID,Site Description,Latitude (DMS),Longitude (DMS),Date (DD-MMM-YY),Chloride (mg/L)
THREE MILE LAKE,WATT,5362,7,Hammell's Bay,451026,792745,18-May-19,6.00
THREE MILE LAKE,WATT,5362,7,Hammell's Bay,451026,792745,27-Jun-19,7.30
THREE MILE LAKE,WATT,5362,7,Hammell's Bay,451026,792745,24-May-20,7.42
THREE MILE LAKE,WATT,5362,8,"Green Bay, deep spot",450990,792860,11-May-15,7.33
THREE MILE LAKE,WATT,5362,8,"Green Bay, deep spot",450990,792860,09-Jun-15,8.09
THREE MILE LAKE,WATT,5362,8,"Green Bay, deep spot",450990,792860,12-Jul-15,8.27
THREE MILE LAKE,WATT,5362,8,"Green Bay, deep spot",450990,792860,17-May-16,7.45
THREE MILE LAKE,WATT,5362,8,"Green Bay, deep spot",450990,792860,16-Jun-16,8.74
THREE MILE LAKE,WATT,5362,8,"Green Bay, deep spot",450990,792860,16-Jun-16,8.74
THREE MILE LAKE,WATT,5362,8,"Green Bay, deep spot",450990,792860,15-Jul-16,9.09
THREE MILE LAKE,WATT,5362,8,"Green Bay, deep spot",450990,792860,09-May-17,8.14
THREE MILE LAKE,WATT,5362,8,"Green Bay, deep spot",450990,792860,12-Jun-17,9.45
THREE MILE LAKE,WATT,5362,8,"Green Bay, deep spot",450990,792860,13-May-18,8.03
THREE MILE LAKE,WATT,5362,8,"Green Bay, deep spot",450990,792860,14-Jun-18,10.20
THREE MILE LAKE,WATT,5362,8,"Green Bay, deep spot",450990,792860,17-Jul-18,10.70
THREE MILE LAKE,WATT,5362,8,"Green Bay, deep spot",450990,792860,19-May-19,8.30
THREE MILE LAKE,WATT,5362,8,"Green Bay, deep spot",450990,792860,15-Jun-19,9.55
THREE MILE LAKE,WATT,5362,8,"Green Bay, deep spot",450990,792860,22-Jul-19,10.60
THREE MILE LAKE,WATT,5362,8,"Green Bay, deep spot",450990,792860,20-Sep-20,11.10
THREE MILE LAKE,WATT,5362,9,"Deep Spot, South West Bay",451030,793052,20-Jun-15,8.09
THREE MILE LAKE,WATT,5362,9,"Deep Spot, South West Bay",451030,793052,26-Jun-16,8.75
THREE MILE LAKE,WATT,5362,9,"Deep Spot, South West Bay",451030,793052,26-Jun-16,8.75
THREE MILE LAKE,WATT,5362,9,"Deep Spot, South West Bay",451030,793052,23-Jul-16,8.97
THREE MILE LAKE,WATT,5362,9,"Deep Spot, South West Bay",451030,793052,22-May-17,8.58
THREE MILE LAKE,WATT,5362,9,"Deep Spot, South West Bay",451030,793052,11-Jun-18,10.10
THREE MILE LAKE,WATT,5362,9,"Deep Spot, South West Bay",451030,793052,08-Jul-18,10.40
THREE MILE LAKE,WATT,5362,9,"Deep Spot, South West Bay",451030,793052,08-Jun-19,9.80
THREE MILE LAKE,WATT,5362,9,"Deep Spot, South West Bay",451030,793052,02-Jul-19,10.10
THREE MILE LAKE,ARMOUR,7129,1,"Mid Lake, deep spot, Pundsack",453587,791880,17-Jul-17,2.31
THREE MILE LAKE,ARMOUR,7129,1,"Mid Lake, deep spot, Pundsack",453587,791880,20-May-18,2.23
THREE MILE LAKE,ARMOUR,7129,2,Mid lk-deepst Watson,453557,791854,20-Jun-15,2.30
THREE MILE LAKE,ARMOUR,7129,2,Mid lk-deepst Watson,453557,791854,19-Jul-15,2.35
THREE MILE LAKE,ARMOUR,7129,2,Mid lk-deepst Watson,453557,791854,15-Jun-16,2.53
THREE MILE LAKE,ARMOUR,7129,2,Mid lk-deepst Watson,453557,791854,25-Jul-16,2.50
THREE MILE LAKE,ARMOUR,7129,2,Mid lk-deepst Watson,453557,791854,28-May-17,2.33
THREE MILE LAKE,ARMOUR,7129,2,Mid lk-deepst Watson,453557,791854,21-Jun-18,2.30
THREE MILE LAKE,ARMOUR,7129,2,Mid lk-deepst Watson,453557,791854,06-Jun-19,2.20
THREE MILE LAKE,ARMOUR,7129,2,Mid lk-deepst Watson,453557,791854,03-Jul-19,2.10
TIFFIN LAKE (SILVER LAKE),SEGUIN,5373,1,Deep spot,451329,794806,24-May-18,27.10
TILDEN LAKE,GLADMAN,5376,5,"North Basin, deep spot",463839,794055,24-May-15,6.64
TIMISKAMING LAKE,DYMOND,2478,33,near town of Wyse,464327,790643,29-May-18,1.14
TIMISKAMING LAKE,DYMOND,2478,33,near town of Wyse,464327,790643,25-May-19,1.30
TORY LAKE (LORRAINE),MONMOUTH,5420,1,"Mid Lake, deep spot",445754,781605,17-May-15,1.88
TORY LAKE (LORRAINE),MONMOUTH,5420,1,"Mid Lake, deep spot",445754,781605,27-May-16,1.79
TORY LAKE (LORRAINE),MONMOUTH,5420,1,"Mid Lake, deep spot",445754,781605,03-Jun-17,2.03
TORY LAKE (LORRAINE),MONMOUTH,5420,1,"Mid Lake, deep spot",445754,781605,23-May-18,2.09
TORY LAKE (LORRAINE),MONMOUTH,5420,1,"Mid Lake, deep spot",445754,781605,15-May-19,2.10
TROUT LAKE,SEGUIN,5449,1,"Mid lake, deep spot",452539,795810,28-May-19,6.50
TROUT LAKE,HOSKIN,5454,11,Ranger Bay,461359,804206,13-Jun-15,0.71
TROUT LAKE,HOSKIN,5454,11,Ranger Bay,461359,804206,11-May-16,0.75
TROUT LAKE,HOSKIN,5454,11,Ranger Bay,461359,804206,19-May-17,0.78
TROUT LAKE,HOSKIN,5454,11,Ranger Bay,461359,804206,11-Jul-18,0.81
TROUT LAKE,HOSKIN,5454,11,Ranger Bay,461359,804206,14-May-19,0.80
TROUT LAKE,HOSKIN,5454,12,Camp Driftwood,461363,803806,13-Jun-15,0.72
TROUT LAKE,HOSKIN,5454,12,Camp Driftwood,461363,803806,11-May-16,0.75
TROUT LAKE,HOSKIN,5454,12,Camp Driftwood,461363,803806,19-May-17,0.79
TROUT LAKE,HOSKIN,5454,12,Camp Driftwood,461363,803806,11-Jul-18,0.80
TROUT LAKE,HOSKIN,5454,12,Camp Driftwood,461363,803806,14-May-19,0.80
TROUT LAKE,HOSKIN,5454,13,Picnic Island,461335,803548,13-Jun-15,0.74
TROUT LAKE,HOSKIN,5454,13,Picnic Island,461335,803548,11-May-16,0.74
TROUT LAKE,HOSKIN,5454,13,Picnic Island,461335,803548,19-May-17,0.78
TROUT LAKE,HOSKIN,5454,13,Picnic Island,461335,803548,11-Jul-18,0.83
TROUT LAKE,HOSKIN,5454,13,Picnic Island,461335,803548,14-May-19,0.80
TROUT LAKE,HOSKIN,5454,14,turtle Island,461216,803236,13-Jun-15,0.72
TROUT LAKE,HOSKIN,5454,14,turtle Island,461216,803236,11-May-16,0.75
TROUT LAKE,HOSKIN,5454,14,turtle Island,461216,803236,19-May-17,0.82
TROUT LAKE,HOSKIN,5454,14,turtle Island,461216,803236,11-Jul-18,0.82
TROUT LAKE,HOSKIN,5454,14,turtle Island,461216,803236,14-May-19,0.80
TROUT LAKE,HOSKIN,5454,15,Church Camp,461107,802948,13-Jun-15,0.68
TROUT LAKE,HOSKIN,5454,15,Church Camp,461107,802948,11-May-16,0.70
TROUT LAKE,HOSKIN,5454,15,Church Camp,461107,802948,19-May-17,0.77
TROUT LAKE,HOSKIN,5454,15,Church Camp,461107,802948,11-Jul-18,0.82
TROUT LAKE,HOSKIN,5454,15,Church Camp,461107,802948,14-May-19,0.70
TROUT LAKE,HOSKIN,5454,16,Happy Landing,461039,802848,13-Jun-15,0.68
TROUT LAKE,HOSKIN,5454,16,Happy Landing,461039,802848,11-May-16,0.70
TROUT LAKE,HOSKIN,5454,16,Happy Landing,461039,802848,19-May-17,0.76
TROUT LAKE,HOSKIN,5454,16,Happy Landing,461039,802848,11-Jul-18,0.85
TROUT LAKE,HOSKIN,5454,16,Happy Landing,461039,802848,14-May-19,0.80
TROUT LAKE (STUBBS),"SHERWOOD, JONES & BURNS",5450,2,"Mid lake, deep spot",452930,774433,20-May-16,7.78
TROUT LAKE (STUBBS),"SHERWOOD, JONES & BURNS",5450,2,"Mid lake, deep spot",452930,774433,22-May-17,8.56
TROUT LAKE (STUBBS),"SHERWOOD, JONES & BURNS",5450,2,"Mid lake, deep spot",452930,774433,21-May-18,8.20
TROUT LAKE (STUBBS),"SHERWOOD, JONES & BURNS",5450,2,"Mid lake, deep spot",452930,774433,23-May-19,9.20
TROUT LAKE (STUBBS),"SHERWOOD, JONES & BURNS",5450,2,"Mid lake, deep spot",452930,774433,10-Oct-20,10.40
TROUT LAKE (STUBBS),"SHERWOOD, JONES & BURNS",5450,3,outflow,452908,774350,09-Jun-17,8.51
TROUT LAKE (STUBBS),"SHERWOOD, JONES & BURNS",5450,3,outflow,452908,774350,30-May-18,8.23
TROUT LAKE (STUBBS),"SHERWOOD, JONES & BURNS",5450,3,outflow,452908,774350,07-Jun-19,9.90
TROUTSPAWN LAKE,LIVINGSTONE,5468,1,N Basin-Mid-Lake,452355,784518,06-May-15,0.44
TROUTSPAWN LAKE,LIVINGSTONE,5468,1,N Basin-Mid-Lake,452355,784518,25-May-16,0.43
TROUTSPAWN LAKE,LIVINGSTONE,5468,1,N Basin-Mid-Lake,452355,784518,30-Jul-20,0.50
TROY LAKE,RIDEAU LAKES,7025,1,"Mid Lake, deep spot",443116,761552,18-May-15,7.63
TROY LAKE,RIDEAU LAKES,7025,1,"Mid Lake, deep spot",443116,761552,27-Jun-15,8.09
TROY LAKE,RIDEAU LAKES,7025,1,"Mid Lake, deep spot",443116,761552,12-Jul-15,7.97
TROY LAKE,RIDEAU LAKES,7025,1,"Mid Lake, deep spot",443116,761552,22-May-16,8.06
TROY LAKE,RIDEAU LAKES,7025,1,"Mid Lake, deep spot",443116,761552,26-Jun-16,8.71
TROY LAKE,RIDEAU LAKES,7025,1,"Mid Lake, deep spot",443116,761552,26-Jun-16,8.71
TROY LAKE,RIDEAU LAKES,7025,1,"Mid Lake, deep spot",443116,761552,17-Jul-16,8.88
TROY LAKE,RIDEAU LAKES,7025,1,"Mid Lake, deep spot",443116,761552,21-May-17,17.10
TROY LAKE,RIDEAU LAKES,7025,1,"Mid Lake, deep spot",443116,761552,08-Jul-17,8.90
TROY LAKE,RIDEAU LAKES,7025,1,"Mid Lake, deep spot",443116,761552,20-May-18,9.05
TROY LAKE,RIDEAU LAKES,7025,1,"Mid Lake, deep spot",443116,761552,25-Jun-18,9.02
TROY LAKE,RIDEAU LAKES,7025,1,"Mid Lake, deep spot",443116,761552,19-May-19,11.40
TROY LAKE,RIDEAU LAKES,7025,1,"Mid Lake, deep spot",443116,761552,24-Jun-19,11.70
TROY LAKE,RIDEAU LAKES,7025,1,"Mid Lake, deep spot",443116,761552,20-Jul-19,11.60
TUB LAKE,SEGUIN,7544,1,"Mid lake, deep spot",452031,794609,23-May-18,0.20
TUCKER LAKE,SEGUIN,5472,1,"Mid lake, deep spot",451514,794834,17-May-15,2.34
TUCKER LAKE,SEGUIN,5472,1,"Mid lake, deep spot",451514,794834,10-Jun-16,2.48
TUCKER LAKE,SEGUIN,5472,1,"Mid lake, deep spot",451514,794834,27-May-17,2.36
TUCKER LAKE,SEGUIN,5472,1,"Mid lake, deep spot",451514,794834,06-May-18,2.27
TUCKER LAKE,SEGUIN,5472,1,"Mid lake, deep spot",451514,794834,25-May-19,2.40
TUCKER LAKE,SEGUIN,5472,2,Deep spot,451509,794831,25-Aug-17,2.23
TUCKER LAKE,SEGUIN,5472,2,Deep spot,451509,794831,22-May-19,2.50
TURTLE LAKE,WOOD,5485,1,"N end, deep spot",445533,792704,19-May-15,25.30
TURTLE LAKE,WOOD,5485,1,"N end, deep spot",445533,792704,23-May-16,24.30
TURTLE LAKE,WOOD,5485,1,"N end, deep spot",445533,792704,20-May-17,25.80
TURTLE LAKE,WOOD,5485,1,"N end, deep spot",445533,792704,12-May-18,23.70
TURTLE LAKE,WOOD,5485,1,"N end, deep spot",445533,792704,15-May-19,25.70
TURTLE LAKE,WOOD,5485,1,"N end, deep spot",445533,792704,13-May-20,29.50
TURTLE LAKE,SEGUIN,5486,4,Deep spot,451834,794321,21-Aug-17,9.97
TURTLE LAKE,SEGUIN,5486,4,Deep spot,451834,794321,16-May-19,10.10
TURTLE LAKE (SWAMP),CLARENDON & MILLER,7366,1,"Mid Lake, deep spot",445437,770050,29-Apr-15,2.57
TURTLE LAKE (SWAMP),CLARENDON & MILLER,7366,1,"Mid Lake, deep spot",445437,770050,11-May-16,2.04
TURTLE LAKE (SWAMP),CLARENDON & MILLER,7366,1,"Mid Lake, deep spot",445437,770050,29-Apr-17,2.37
TURTLE LAKE (SWAMP),CLARENDON & MILLER,7366,1,"Mid Lake, deep spot",445437,770050,12-May-18,2.64
TURTLE LAKE (SWAMP),CLARENDON & MILLER,7366,1,"Mid Lake, deep spot",445437,770050,01-Jun-19,2.90
TURTLE LAKE (SWAMP),CLARENDON & MILLER,7366,1,"Mid Lake, deep spot",445437,770050,05-May-20,1.65
TWELVE MILE LAKE,MINDEN,5493,2,"Main Basin, deep spot",450124,784228,08-Jun-16,3.51
TWELVE MILE LAKE,MINDEN,5493,2,"Main Basin, deep spot",450124,784228,08-Jun-16,3.51
TWELVE MILE LAKE,MINDEN,5493,2,"Main Basin, deep spot",450124,784228,09-Jul-18,4.25
TWELVE MILE LAKE,MINDEN,5493,2,"Main Basin, deep spot",450124,784228,09-Jun-19,4.40
TWIN SISTERS LAKES,MARMORA-LAKE,7026,1,"W Basin, deep spot",443527,774525,27-May-15,1.50
TWIN SISTERS LAKES,MARMORA-LAKE,7026,1,"W Basin, deep spot",443527,774525,22-May-16,1.42
TWIN SISTERS LAKES,MARMORA-LAKE,7026,1,"W Basin, deep spot",443527,774525,21-May-17,1.40
TWIN SISTERS LAKES,MARMORA-LAKE,7026,1,"W Basin, deep spot",443527,774525,03-Jun-18,1.36
TWIN SISTERS LAKES,MARMORA-LAKE,7026,1,"W Basin, deep spot",443527,774525,19-May-19,1.30
TWIN SISTERS LAKES,MARMORA-LAKE,7026,1,"W Basin, deep spot",443527,774525,23-Oct-20,1.60
UNNAMED LAKE,SOUTH FRONTENAC,7527,1,Deep spot,443906,763444,29-May-19,0.50
UPPER BEVERLEY LAKE,RIDEAU LAKES,7027,3,Deep spot,443640,760653,02-May-15,7.24
UPPER BEVERLEY LAKE,RIDEAU LAKES,7027,3,Deep spot,443640,760653,23-May-16,7.14
UPPER BEVERLEY LAKE,RIDEAU LAKES,7027,3,Deep spot,443640,760653,21-May-17,5.43
UPPER FRY LAKE,SEGUIN,5605,1,Near Seguin R.,452448,793852,05-May-15,0.54
UPPER FRY LAKE,SEGUIN,5605,1,Near Seguin R.,452448,793852,09-May-16,0.63
UPPER FRY LAKE,SEGUIN,5605,1,Near Seguin R.,452448,793852,10-May-17,0.67
UPPER FRY LAKE,SEGUIN,5605,1,Near Seguin R.,452448,793852,08-May-19,0.70
UPPER FRY LAKE,SEGUIN,5605,1,Near Seguin R.,452448,793852,05-May-20,1.04
UPPER RIDEAU LAKE,RIDEAU LAKES,5632,1,Kanes Bay,444204,761910,30-May-15,11.90
UPPER RIDEAU LAKE,RIDEAU LAKES,5632,1,Kanes Bay,444204,761910,25-Jun-15,11.00
UPPER RIDEAU LAKE,RIDEAU LAKES,5632,1,Kanes Bay,444204,761910,27-May-16,11.30
UPPER RIDEAU LAKE,RIDEAU LAKES,5632,1,Kanes Bay,444204,761910,18-Jun-16,12.40
UPPER RIDEAU LAKE,RIDEAU LAKES,5632,1,Kanes Bay,444204,761910,18-Jun-16,12.40
UPPER RIDEAU LAKE,RIDEAU LAKES,5632,1,Kanes Bay,444204,761910,12-Jul-16,12.70
UPPER RIDEAU LAKE,RIDEAU LAKES,5632,1,Kanes Bay,444204,761910,28-May-17,12.20
UPPER RIDEAU LAKE,RIDEAU LAKES,5632,1,Kanes Bay,444204,761910,15-Jul-17,12.30
UPPER RIDEAU LAKE,RIDEAU LAKES,5632,1,Kanes Bay,444204,761910,05-May-18,11.70
UPPER RIDEAU LAKE,RIDEAU LAKES,5632,1,Kanes Bay,444204,761910,16-Jun-18,11.50
UPPER RIDEAU LAKE,RIDEAU LAKES,5632,1,Kanes Bay,444204,761910,31-May-19,11.80
UPPER RIDEAU LAKE,RIDEAU LAKES,5632,1,Kanes Bay,444204,761910,29-Jun-19,12.00
UPPER RIDEAU LAKE,RIDEAU LAKES,5632,1,Kanes Bay,444204,761910,27-May-20,12.10
UPPER RIDEAU LAKE,RIDEAU LAKES,5632,2,McNally's Bay,443940,761956,18-May-15,11.10
UPPER RIDEAU LAKE,RIDEAU LAKES,5632,2,McNally's Bay,443940,761956,13-Jun-15,11.50
UPPER RIDEAU LAKE,RIDEAU LAKES,5632,2,McNally's Bay,443940,761956,07-Jul-15,11.80
UPPER RIDEAU LAKE,RIDEAU LAKES,5632,2,McNally's Bay,443940,761956,21-May-16,12.10
UPPER RIDEAU LAKE,RIDEAU LAKES,5632,2,McNally's Bay,443940,761956,24-Jun-16,12.10
UPPER RIDEAU LAKE,RIDEAU LAKES,5632,2,McNally's Bay,443940,761956,24-Jun-16,12.10
UPPER RIDEAU LAKE,RIDEAU LAKES,5632,2,McNally's Bay,443940,761956,20-Jul-16,12.50
UPPER RIDEAU LAKE,RIDEAU LAKES,5632,2,McNally's Bay,443940,761956,21-May-17,12.40
UPPER RIDEAU LAKE,RIDEAU LAKES,5632,2,McNally's Bay,443940,761956,25-Jun-17,12.40
UPPER RIDEAU LAKE,RIDEAU LAKES,5632,2,McNally's Bay,443940,761956,18-Jul-17,12.20
UPPER RIDEAU LAKE,RIDEAU LAKES,5632,2,McNally's Bay,443940,761956,21-May-18,11.50
UPPER RIDEAU LAKE,RIDEAU LAKES,5632,2,McNally's Bay,443940,761956,22-Jun-18,11.80
UPPER RIDEAU LAKE,RIDEAU LAKES,5632,2,McNally's Bay,443940,761956,13-Jul-18,11.70
UPPER RIDEAU LAKE,RIDEAU LAKES,5632,2,McNally's Bay,443940,761956,11-May-19,11.80
UPPER RIDEAU LAKE,RIDEAU LAKES,5632,2,McNally's Bay,443940,761956,16-Jun-19,12.30
UPPER RIDEAU LAKE,RIDEAU LAKES,5632,2,McNally's Bay,443940,761956,24-May-20,12.20
UPPER RIDEAU LAKE,RIDEAU LAKES,5632,2,McNally's Bay,443940,761956,21-Jun-20,12.40
UPPER RIDEAU LAKE,RIDEAU LAKES,5632,3,Mulvilles Bay,444204,761910,29-May-15,12.00
UPPER RIDEAU LAKE,RIDEAU LAKES,5632,3,Mulvilles Bay,444204,761910,23-Jun-15,12.20
UPPER RIDEAU LAKE,RIDEAU LAKES,5632,3,Mulvilles Bay,444204,761910,23-May-16,12.00
UPPER RIDEAU LAKE,RIDEAU LAKES,5632,3,Mulvilles Bay,444204,761910,26-Jun-16,12.60
UPPER RIDEAU LAKE,RIDEAU LAKES,5632,3,Mulvilles Bay,444204,761910,09-Jun-17,12.50
UPPER RIDEAU LAKE,RIDEAU LAKES,5632,3,Mulvilles Bay,444204,761910,18-Jul-17,12.30
UPPER RIDEAU LAKE,RIDEAU LAKES,5632,3,Mulvilles Bay,444204,761910,25-May-18,11.80
UPPER RIDEAU LAKE,RIDEAU LAKES,5632,3,Mulvilles Bay,444204,761910,22-Jun-18,11.80
UPPER RIDEAU LAKE,RIDEAU LAKES,5632,3,Mulvilles Bay,444204,761910,08-Jun-19,12.80
UPPER RIDEAU LAKE,RIDEAU LAKES,5632,3,Mulvilles Bay,444204,761910,02-Jul-19,12.10
UPPER RIDEAU LAKE,RIDEAU LAKES,5632,3,Mulvilles Bay,444204,761910,22-May-20,11.90
UPPER RIDEAU LAKE,RIDEAU LAKES,5632,3,Mulvilles Bay,444204,761910,29-Jul-20,11.90
UPPER RIDEAU LAKE,RIDEAU LAKES,5632,3,Mulvilles Bay,444204,761910,12-Sep-20,12.60
UPPER ROCK LAKE,STORRINGTON,7036,1,"Mid lake, Deep Spot",442951,762436,11-May-16,5.02
UPPER ROCK LAKE,STORRINGTON,7036,1,"Mid lake, Deep Spot",442951,762436,20-Apr-17,5.30
UPPER ROCK LAKE,STORRINGTON,7036,1,"Mid lake, Deep Spot",442951,762436,08-Aug-17,4.17
UPPER STONEY LAKE,DOURO-DUMMER,5178,1,Quarry Bay,443510,780311,31-May-15,8.99
UPPER STONEY LAKE,DOURO-DUMMER,5178,1,Quarry Bay,443510,780311,27-Jun-15,9.29
UPPER STONEY LAKE,DOURO-DUMMER,5178,1,Quarry Bay,443510,780311,06-May-16,7.39
UPPER STONEY LAKE,DOURO-DUMMER,5178,1,Quarry Bay,443510,780311,01-Jun-16,8.03
UPPER STONEY LAKE,DOURO-DUMMER,5178,1,Quarry Bay,443510,780311,09-May-17,7.56
UPPER STONEY LAKE,DOURO-DUMMER,5178,1,Quarry Bay,443510,780311,01-Jun-17,7.39
UPPER STONEY LAKE,DOURO-DUMMER,5178,1,Quarry Bay,443510,780311,09-May-18,6.56
UPPER STONEY LAKE,DOURO-DUMMER,5178,1,Quarry Bay,443510,780311,08-Jun-18,7.55
UPPER STONEY LAKE,DOURO-DUMMER,5178,1,Quarry Bay,443510,780311,27-Jun-18,8.26
UPPER STONEY LAKE,DOURO-DUMMER,5178,1,Quarry Bay,443510,780311,26-May-19,7.00
UPPER STONEY LAKE,DOURO-DUMMER,5178,1,Quarry Bay,443510,780311,12-Jun-19,7.53
UPPER STONEY LAKE,DOURO-DUMMER,5178,1,Quarry Bay,443510,780311,02-Jul-19,7.80
UPPER STONEY LAKE,DOURO-DUMMER,5178,1,Quarry Bay,443510,780311,01-Oct-20,7.78
UPPER STONEY LAKE,DOURO-DUMMER,5178,3,Young Bay,443452,780505,31-May-15,8.95
UPPER STONEY LAKE,DOURO-DUMMER,5178,3,Young Bay,443452,780505,27-Jun-15,9.21
UPPER STONEY LAKE,DOURO-DUMMER,5178,3,Young Bay,443452,780505,06-May-16,7.82
UPPER STONEY LAKE,DOURO-DUMMER,5178,3,Young Bay,443452,780505,01-Jun-16,8.18
UPPER STONEY LAKE,DOURO-DUMMER,5178,3,Young Bay,443452,780505,26-Jul-16,8.44
UPPER STONEY LAKE,DOURO-DUMMER,5178,3,Young Bay,443452,780505,09-May-17,7.97
UPPER STONEY LAKE,DOURO-DUMMER,5178,3,Young Bay,443452,780505,01-Jun-17,7.37
UPPER STONEY LAKE,DOURO-DUMMER,5178,3,Young Bay,443452,780505,09-May-18,6.93
UPPER STONEY LAKE,DOURO-DUMMER,5178,3,Young Bay,443452,780505,08-Jun-18,8.01
UPPER STONEY LAKE,DOURO-DUMMER,5178,3,Young Bay,443452,780505,27-Jun-18,8.34
UPPER STONEY LAKE,DOURO-DUMMER,5178,3,Young Bay,443452,780505,26-May-19,7.20
UPPER STONEY LAKE,DOURO-DUMMER,5178,3,Young Bay,443452,780505,12-Jun-19,7.72
UPPER STONEY LAKE,DOURO-DUMMER,5178,3,Young Bay,443452,780505,02-Jul-19,7.80
UPPER STONEY LAKE,DOURO-DUMMER,5178,3,Young Bay,443452,780505,01-Oct-20,7.85
UPPER STONEY LAKE,DOURO-DUMMER,5178,4,"S Bay, deep spot",443431,780112,31-May-15,9.06
UPPER STONEY LAKE,DOURO-DUMMER,5178,4,"S Bay, deep spot",443431,780112,27-Jun-15,11.00
UPPER STONEY LAKE,DOURO-DUMMER,5178,4,"S Bay, deep spot",443431,780112,06-May-16,7.86
UPPER STONEY LAKE,DOURO-DUMMER,5178,4,"S Bay, deep spot",443431,780112,01-Jun-16,8.22
UPPER STONEY LAKE,DOURO-DUMMER,5178,4,"S Bay, deep spot",443431,780112,09-May-17,10.90
UPPER STONEY LAKE,DOURO-DUMMER,5178,4,"S Bay, deep spot",443431,780112,01-Jun-17,7.96
UPPER STONEY LAKE,DOURO-DUMMER,5178,4,"S Bay, deep spot",443431,780112,01-Jul-17,8.79
UPPER STONEY LAKE,DOURO-DUMMER,5178,4,"S Bay, deep spot",443431,780112,09-May-18,8.04
UPPER STONEY LAKE,DOURO-DUMMER,5178,4,"S Bay, deep spot",443431,780112,08-Jun-18,7.97
UPPER STONEY LAKE,DOURO-DUMMER,5178,4,"S Bay, deep spot",443431,780112,30-Jun-18,8.58
UPPER STONEY LAKE,DOURO-DUMMER,5178,4,"S Bay, deep spot",443431,780112,26-May-19,8.10
UPPER STONEY LAKE,DOURO-DUMMER,5178,4,"S Bay, deep spot",443431,780112,12-Jun-19,8.16
UPPER STONEY LAKE,DOURO-DUMMER,5178,4,"S Bay, deep spot",443431,780112,02-Jul-19,8.20
UPPER STONEY LAKE,DOURO-DUMMER,5178,4,"S Bay, deep spot",443431,780112,01-Oct-20,9.05
UPPER STONEY LAKE,DOURO-DUMMER,5178,5,Crowes Landing,443352,780359,31-May-15,8.84
UPPER STONEY LAKE,DOURO-DUMMER,5178,5,Crowes Landing,443352,780359,27-Jun-15,9.26
UPPER STONEY LAKE,DOURO-DUMMER,5178,5,Crowes Landing,443352,780359,06-May-16,7.45
UPPER STONEY LAKE,DOURO-DUMMER,5178,5,Crowes Landing,443352,780359,01-Jun-16,8.13
UPPER STONEY LAKE,DOURO-DUMMER,5178,5,Crowes Landing,443352,780359,09-May-17,7.65
UPPER STONEY LAKE,DOURO-DUMMER,5178,5,Crowes Landing,443352,780359,07-Jun-17,7.48
UPPER STONEY LAKE,DOURO-DUMMER,5178,5,Crowes Landing,443352,780359,09-May-18,6.55
UPPER STONEY LAKE,DOURO-DUMMER,5178,5,Crowes Landing,443352,780359,08-Jun-18,7.83
UPPER STONEY LAKE,DOURO-DUMMER,5178,5,Crowes Landing,443352,780359,30-Jun-18,8.27
UPPER STONEY LAKE,DOURO-DUMMER,5178,5,Crowes Landing,443352,780359,26-May-19,7.00
UPPER STONEY LAKE,DOURO-DUMMER,5178,5,Crowes Landing,443352,780359,12-Jun-19,7.79
UPPER STONEY LAKE,DOURO-DUMMER,5178,5,Crowes Landing,443352,780359,02-Jul-19,8.00
UPPER STONEY LAKE,DOURO-DUMMER,5178,5,Crowes Landing,443352,780359,01-Oct-20,7.70
UPPER STONEY LAKE,DOURO-DUMMER,5178,6,"Mid Lake, deep spot",443424,780356,31-May-15,8.83
UPPER STONEY LAKE,DOURO-DUMMER,5178,6,"Mid Lake, deep spot",443424,780356,27-Jun-15,9.41
UPPER STONEY LAKE,DOURO-DUMMER,5178,6,"Mid Lake, deep spot",443424,780356,06-May-16,7.60
UPPER STONEY LAKE,DOURO-DUMMER,5178,6,"Mid Lake, deep spot",443424,780356,01-Jun-16,8.10
UPPER STONEY LAKE,DOURO-DUMMER,5178,6,"Mid Lake, deep spot",443424,780356,09-May-17,7.66
UPPER STONEY LAKE,DOURO-DUMMER,5178,6,"Mid Lake, deep spot",443424,780356,07-Jun-17,7.40
UPPER STONEY LAKE,DOURO-DUMMER,5178,6,"Mid Lake, deep spot",443424,780356,09-May-18,6.54
UPPER STONEY LAKE,DOURO-DUMMER,5178,6,"Mid Lake, deep spot",443424,780356,08-Jun-18,7.77
UPPER STONEY LAKE,DOURO-DUMMER,5178,6,"Mid Lake, deep spot",443424,780356,30-Jun-18,8.36
UPPER STONEY LAKE,DOURO-DUMMER,5178,6,"Mid Lake, deep spot",443424,780356,26-May-19,7.00
UPPER STONEY LAKE,DOURO-DUMMER,5178,6,"Mid Lake, deep spot",443424,780356,12-Jun-19,7.64
UPPER STONEY LAKE,DOURO-DUMMER,5178,6,"Mid Lake, deep spot",443424,780356,02-Jul-19,7.90
UPPER STONEY LAKE,DOURO-DUMMER,5178,6,"Mid Lake, deep spot",443424,780356,01-Oct-20,7.85
UPSALA LAKE,UPSALA,7629,1,"Mid-Lake, Deep Spot",490140,902608,17-May-15,13.50
UPSALA LAKE,UPSALA,7629,1,"Mid-Lake, Deep Spot",490140,902608,22-May-16,13.60
VERNON LAKE,HUNTSVILLE,6455,9,Hunter Bay,451929,791351,20-May-15,3.11
